Cód Produto;Descrição;CORRIGIDO
1501000014;PLASIL 20 COMPRIMIDOS;1501000014
1501000015;LUFTAL 40MG COM 20 COMPRIMIDOS;1501000015
1501000017;BUSCOPAN COMPOSTO 20COMPRIMID;1501000017
1501000018;BUSCOPAN   20 COMPRIMIDOS;1501000018
1501000021;TIRAS REAGENTES G TECH FREE;1501000021
1501000027;DORFLEX 30 COMPRIMIDOS;1501000027
1501000031;SAL DE FRUTA ENO 60 ENVELOPES;1501000031
1501000035;NIMESULIDA 12 COMPRIMIDOS;1501000035
1501000037;PARACETAMOL 750MG 10 UND;1501000037
1501000039;BAND-AID TRANSPARENTE C/10 UN;1501000039
1501000040;COMPRESSA GAZE 30X10 COM 10UND;1501000040
1501000041;ATADURA DE CREPE15CM;1501000041
1501000042;AGUA OXIGENADA 100ML;1501000042
1501000044;CURATIVOS BAND - AID;1501000044
1501000045;ESPARADRAPO 10CM X 4,5M;1501000045
1501000048;CIMEGRIPE 20 COMPRIMIDOS;1501000048
1501000050;CREME FENERGAN - POMADA;1501000050
1501000051;SPRAY ANTI SEPTICO;1501000051
1501000052;AGUA BORICADA 100ML;1501000052
1501000054;ALGODAO;1501000054
1501000057;ATADURA CREPE 8 CM;1501000057
1501000060;SORO FISIOLOGICO 0,9% 250 ML;1501000060
1501000062;LUVA DESCARTAVEL CIRURGICA;1501000062
1501000063;FRASCO DE POVIDINE-RIODEINE;1501000063
1501000064;DIPIRONA EM GOTAS 500 MG;1501000064
1501000069;GAZE ESTERIL 10 UNIDADES;1501000069
1501000070;QUEIMALIVE 30G;1501000070
1501000073;SORO FISIOLOGICO;1501000073
1501000075;FITA MICROPORE - BRANCA;1501000075
1501000077;LORATADINA 10 MG COM 12 COMPRI;1501000077
1501000080;ABAIXADOR DE LINGUA EM MADEIRA;1501000080
1501000083;BANDAID;1501000083
1501000085;ABAIXADOR DE LINGUA EM MADEIRA;1501000085
1501000087;ANTISSEPTICO HERTZ SPRAY 50ML;1501000087
1501000088;MASCARA CIR DESCARTAVEL;1501000088
1501000090;GAZE NAO ESTERIL PCT 10 UND;1501000090
1501000093;POMADA FENERGAN;1501000093
1501000094;ANTISSEPTICO SPRAY KURAMED;1501000094
1501000096;TERMOMETRO INFRAVERMELHO PISTO;1501000096
1501000099;OXIMETRO DE PULSO;1501000099
1501000102;PINCA;1501000102
1501000109;COLIRIO NEUTRO;1501000109
1501000111;TESOURA DE PONTA ROMBA;1501000111
1501000119;HIDROXIDO H  ALUMINIO;1501000119
1501000121;IMOSEC CP;1501000121
1501000123;OMEPRAZOL;1501000123
1501000127;LORATAMED ANTIALERGICO CP;1501000127
1501000136;ESPARADRAPO;1501000136
1501000140;KIT PRIMEIROS SOCORROS;1501000140
1501000142;PA ADESIVA ADULTO CM/ISIS/ION;1501000142
1501000146;ATADURA 1,20 X 0,30CM;1501000146
1501000147;ATADURA 1,80 X 0,15CM;1501000147
1501000148;ATADURA 1,80 X 0,10CM;1501000148
1501000149;COMPRESSA GAZE;1501000149
1501000150;SORO FISIOLOGICO 500 ML;1501000150
1501000151;ESPARADRAPO 100 X 4,5M;1501000151
1501000152;ESPARADRAPO  50 X 4,5M;1501000152
1501000156;COLAR CERVICAL AJUSTAVEL;1501000156
1501000157;COLAR CERVICAL AJUSTAVEL;1501000157
1501000158;COLAR CERVICAL AJUSTAVEL;1501000158
1501000160;DORALGINA 20 DRAG;1501000160
1501000162;TORSILAX;1501000162
1501000163;GASTROL;1501000163
1501000164;MASSAGEOL AEROSOL;1501000164
1501000166;PARACETAMOL 200MG GOTAS;1501000166
1501000167;REPOFLOR 100 MG;1501000167
1501000168;SEAKALM 20 COMP;1501000168
1501000169;SIMETICON;1501000169
1501000170;SIMETICONA GOTAS;1501000170
1501000172;CIFLOGEX MEL-LIMAO;1501000172
1501000174;LABIRIN 24MG 30 COMP;1501000174
1501000178;LUVAS DE PROCEDIMENTO M;1501000178
1501000179;LUVAS DE PROCEDIMENTO P;1501000179
1501000182;LENCOL DE PAPEL PARA MACA;1501000182
1501000183;LUVA DE PROCEDIMENTO G;1501000183
1501000184;MIORRELAX 30 COMP.;1501000184
1501000189;ACIDO MEFENAMICO 500 MG 24 CP;1501000189
1501000190;FLOGORAL PASTILHAS;1501000190
1501000196;FITA MICROPORE GRANDE;1501000196
1501000197;CETOPROFENO  50MG 24CAPS MEDLE;1501000197
1501000201;RESFENOL 20 CAPS;1501000201
1501000202;CARBOCISTEINA 120 ML;1501000202
1501000210;FITA DE DEXTRO ( FREE STYLE );1501000210
1501000211;ALLEGRA D;1501000211
1501000213;MEDIDOR DE PRESSAO BRACO;1501000213
1501000216;ABSORVENTE;1501000216
1501000218;DIPIRONA 1G;1501000218
1501000219;ATADURA CREPE DE 10 CM;1501000219
1501000226;REHIDRAT;1501000226
1501000229;FEXOFENADINA 180MG;1501000229
1501000231;VONAU FLASH 4MG;1501000231
1501000233;OXIGENIO MEDICIONAL 15L;1501000233
1501000234;POMADA NEBACETIN;1501000234
1501000236;MICROPORE;1501000236
1501000237;POMADA NISTATINA;1501000237
1501000240;BANDAGEM TRIANGULAR 100% ALGOD;1501000240
1501000241;MANTA ALUMINIO RESGATE;1501000241
1501000242;KIT TALA RESGATE;1501000242
1501000243;CINTO P/PRANCHA RESGATE C/3;1501000243
1501000244;CAPA P/PRANCHA RESGATE;1501000244
1501000245;LOSARTANA;1501000245
1501000246;HIDROCLOROTIAZIDA;1501000246
1501000247;FLORATIL;1501000247
1501000248;LUVA DESCARTAVEL CIRURGICA M;1501000248
1501000249;KIT DE IMOBILIZACAO E RESGATE;1501000249
5001000021;SERVICO DE GUINCHO 14.14;5001000021
5005000001;SERV. MANUT EMPILHADEIRA 14.01;5005000001
5005000002;SERV MANUT EMPILHADEIRA 14.01;5005000002
5005000008;MANUT BATERIA EMPILHADEI 14.01;5005000008
5005000011;MANUT EMPILHADEIRA 14.02;5005000011
5005000013;SERV. GUINCHO EMPILHAD 14.14;5005000013
5051000004;ASSESSORIA CONTA/FINANC 17.19;5051000004
5052000001;DIGIT/GUARDA DOCUMENTOS 11.04;5052000001
5052000004;ORGANIZACAO DE ARQUIVOS 17.02;5052000004
5053000002;SERV DE AUDIT E CONSULT 17.16;5053000002
5053000018;CONSULTORIA  AMBIENTAL - 17.01;5053000018
5053000020;AUDITORIA/CONSULTORIA 17.01;5053000020
5053000021;SERVICO TAXA REPOM 1.03;5053000021
5053000022;INTERMEDIACAO NEGOCIOS 10.05;5053000022
5053000025;CONSULTORIA 17.02;5053000025
5053000026;ASSESSORIA SEG TRABALHO 17.01;5053000026
5053000029;LAUDO LEVANT ELETRICO 7.02;5053000029
5053000030;PERICIA/LAUDOS/ENGENHARIA 7.01;5053000030
5053000034;AUDITORIA / CONSULTORIA 1.07;5053000034
5053000043;SERV SUPORTE TECNICO 1.07;5053000043
5054000001;SERV. ASSES  ADMINISTRAT 17.01;5054000001
5054000002;COLETA REMESSA 26.01;5054000002
5054000003;SERV. CERTIFICADO DIGITAL 1.05;5054000003
5054000004;SERVICO ADMINISTRATIVO 17.02;5054000004
5054000005;COBRANCA EM GERAL 17.22;5054000005
5054000006;HONORARIOS PJ ASSESSORIA 15.10;5054000006
5054000007;TREINAMENTO 8.02;5054000007
5054000008;SERVICO ADMINISTRATIVO 17.12;5054000008
5054000009;ASSESSORIA PJ 17.03;5054000009
5054000010;SUP TEC EM INFORMATICA 1.07;5054000010
5054000012;ASSESSORIA  ADM 17.24;5054000012
5054000015;ARQUITETURA  E URBANISMO 7.01;5054000015
5054000016;ASSESSORIA  ADM 1.03;5054000016
5054000017;ANALISE DESENV SISTEMAS 1.01;5054000017
5054000018;SERV SUP TEC INFORMATICA 1.04;5054000018
5054000019;SERVICO ASSESSORIA PJ 20.03;5054000019
5054000020;SERV ASSESSORIA  ADM 10.09;5054000020
5055000001;ASSESSORIA DE RH 17.01;5055000001
5055000007;SERV. FORNEC MAO OBRA RH 17.05;5055000007
5055000008;SERV ASSISTENCIA SOCIAL 27.01;5055000008
5055000011;RECRUT/SELECAO  17.04;5055000011
5055000017;SER PESQUISA MOTOR/COLAB 11.02;5055000017
5055000020;ASSESSORIA DE RH 17.03;5055000020
5055000021;SERV ANALISE DE PERFIL 11.05;5055000021
5056000001;ASSESSORIA JURIDICA 17.01;5056000001
5056000003;ASSESSORIA JURIDICA  17.14;5056000003
5056000015;ASSESSORIA JURIDICA 17.03;5056000015
5056000016;ASSESSORIA JURIDICA 17.13;5056000016
5058000004;BOLSA ESTAGIO  27.01;5058000004
5101000001;ASSESS DE INFORMATICA 1.06;5101000001
5101000003;ASSESSORIA INFORMATICA 14.06;5101000003
5101000004;ELABORACAO PROGRAMAS 1.04;5101000004
5101000006;SUPORTE INFORMATICA 1.07;5101000006
5101000014;SERV REPARACA MANUTENCAO 14.02;5101000014
5102000001;MANUT SISTEMAS DE INFORMA 1.07;5102000001
5102000006;SERV LICENCA ACESSO MANUT 1.07;5102000006
5102000008;PROCESS. DADOS/SUPORTE  1.03;5102000008
5102000010;ELAB/MONT/ATUAL PROGRAMA  1.04;5102000010
5102000011;LICENCA PROGRAMA 1.05;5102000011
5102000013;ANALISE/DESENV SISTEMAS 1.01;5102000013
5102000015;ANALISE/DESENV SISTEMA 1.06;5102000015
5102000028;SERV. PLANEJ/MANUT SIST 1.08;5102000028
5102000030;SERVICO DE GARANTIA 14.01;5102000030
5102000031;SERVICO DE GAR OFFICE 14.01;5102000031
5102000032;SERVICO DE GAR ENTEPRISE 14.01;5102000032
5102000033;SERV ANALISE DE DADOS 17.01;5102000033
5102000034;SERVICO INFORMATICA 17.01;5102000034
5102000036;SERVICO GARANTIA SPED;5102000036
5102000040;SERVICO INFORMATICA SPED;5102000040
5103000001;SERV. MANUT EQUIP INFORMA 1.07;5103000001
5103000005;SERVICO MANUT DE IMPRESSO 1.07;5103000005
5103000009;SUPORTE TECNICO T.I. 14.06;5103000009
5103000011;MONTAGEM/ASSIT TECNICA 14.01;5103000011
5103000012;MANUT EQUIP/ASSIST TEC 14.02;5103000012
5103000017;MANUT EQUIPAMENTO 31.01;5103000017
5103000022;SERV BATERIA NOBREAK 14.01;5103000022
5103000023;SERV. LOCACAO IMPRESSORA 15.03;5103000023
5151000001;MANUT E SERV DE SEGUR 14.01;5151000001
5151000002;SERV INSTAL/MANUT ELETRIC 7.02;5151000002
5151000011;SERV. MANUTENCAO EQUIP 14.01;5151000011
5151000012;INSTAL REDE ELETRICA 14.01;5151000012
5151000019;MANUTENCAO ELETRICA 07.02;5151000019
5151000020;SERVICO INSTALACAO   31.01;5151000020
5151000025;SERV. INST. INFRA 7.02;5151000025
5151000027;SERV MANUT ELETRICA 17.05;5151000027
5151000028;SERV. INSTAL. EQUIP. 14.06;5151000028
5151000029;SERV. INSTALACOES ELET 07.02;5151000029
5151000032;SERV.ASSISTENCIA TECNICA 14.02;5151000032
5151000033;SERV. INSPECAO TERMOGRAFICA 7.01;5151000033
5152000001;JARDINAGEM 7.11;5152000001
5152000008;SERV. DE PINTURA PREDIAL 7.05;5152000008
5152000011;SERV MODIFICACAO PREDIAL 7.02;5152000011
5152000014;SERV REPARO MANUT PREDIA 7.05;5152000014
5152000017;SERV CHAVEIRO PREDIAL 24.01;5152000017
5152000019;SERV. CABINE PRIMARIA 7.02;5152000019
5152000025;SERV. ENGENHARIA 7.01;5152000025
5152000028;INSTAL/MONTAGEM APARELHO 14.06;5152000028
5152000029;MANUT RAMPA CARGA/DESC 14.01;5152000029
5152000031;INSTALACAO E MONTAGEM 14.06;5152000031
5152000041;SERVICO MANUT PREDIAL 14.01;5152000041
5152000042;SERV CARPINT/SERRALHARIA 14.13;5152000042
5152000043;MONTAGEM/DESMONT PREDIAL 7.06;5152000043
5152000048;SERVICO SERRALHERIA 14.06;5152000048
5152000049;SERVICO MANUT PREDIAL 7.02;5152000049
5152000051;SERVICO SERRALEHRIA 14.13;5152000051
5152000054;SERVICO MODIF PREDIAL 7.01;5152000054
5152000064;SERV APLIC PELICULA PRED 14.01;5152000064
5152000068;ART INSTA MANU SIST INCE 07.02;5152000068
5152000070;MANUT SISTEMA INCENDIO 7.02;5152000070
5152000073;SERV CORTE/DOBRA METAIS 14.05;5152000073
5152000075;SERV. MANUTENCAO 14.01;5152000075
5152000079;SERV. DE PINTURA PREDIAL 7.06;5152000079
5153000002;MANUT AR CONDICIONADO 14.01;5153000002
5153000004;SERVICOS AR CONDICIONADO 14.01;5153000004
5153000007;MANUT FERRAM/EQUIP. 14.01;5153000007
5153000010;SERV. MANUT DE EQUIP 14.01;5153000010
5153000011;SERV MANUT COMPRESSOR 14.01;5153000011
5153000014;SERV INSTAL/TROCA EQUIP 07.02;5153000014
5153000022;MANUT  IMOBILIZADO 14.02;5153000022
5153000030;INST / MONT APARELHOS 14.06;5153000030
5153000035;SERV MANUT MECANICA 14.01;5153000035
5153000036;SERVICO MANUT CORRETIVA 14.05;5153000036
5153000037;RECONDICIONAMENTO MOTOR 14.03;5153000037
5153000040;SERV.CALIB EQUIPAMENTO 14.01;5153000040
5201000001;SERV. LIMPEZA PREDIOS 7.10;5201000001
5201000002;DEDETIZACAO 7.13;5201000002
5201000003;SERV. COLETA/REM RESIDUO 7.09;5201000003
5201000005;SERVICO LOCACAO CACAMBA 7.09;5201000005
5201000012;SERV LIMPEZA EM ARMAZEM 7.10;5201000012
5201000014;SERV LIMPEZA DIVERSOS 17.05;5201000014
5201000020;LIMPEZA CARPETE 7.10;5201000020
5201000023;SERVICO DESSECACAO 7.13;5201000023
5201000028;PROCESSOS AMBIENTAIS 28.01;5201000028
5201000031;HIGIENIZACAO DE CADEIRA 14.10;5201000031
5201000038;LIMPEZA E HIG CARPETE 14.05;5201000038
5203000001;SERVICOS DE PORTARIA 11.02;5203000001
5203000003;SERV. CAMERAS SEGURANCA 11.02;5203000003
5203000004;SERV DE SEG E VIGILANCIA 11.02;5203000004
5203000007;MAO DE OBRA SEG E VIG - 17.05;5203000007
5203000008;MANUT EQUIP SEGURANCA 14.01;5203000008
5203000010;INSTL/MONT EQUIP SEGUR 14.06;5203000010
5203000017;MONIT SIST��� ALARME 31.;5203000017
5204000001;REDUNDANCIA/GERENC RISCO 11.02;5204000001
5204000002;GERENCIAMENTO DE RISCO 11.02;5204000002
5204000008;GERENCIAMENTO DE RISCO 11.05;5204000008
5251000001;ALUGUEL DE IMOVEIS PJ 3.04;5251000001
5251000005;SERV. COBRANCA EM GERAL 17.22;5251000005
5253000001;CONDOMINIO 3.04;5253000001
5254000001;LOCACAO DE VEICULOS 9.02;5254000001
5254000004;LOCACAO DE MUNCK 7.02;5254000004
5255000001;SERV. LOC DE EQUIP DO ARM 3.04;5255000001
5255000003;CONTRATO ALUGUEL EQUIP 3.04;5255000003
5255000004;SERVICO LOCACAO EQUIP 3.04;5255000004
5255000008;LOCACAO DE COMPUTADOR 3.04;5255000008
5255000009;LOC DE LAVADORA AUTOMATICA3.04;5255000009
5255000039;LOCACAO DE PALETES 3.04;5255000039
5255000043;LOCACAO EQUIPAMENTO 1.07;5255000043
5255000046;LOCACAO EQUIPAMENTO 3.05;5255000046
5304000001;SERV. FRETE MOVIMENTACAO 16.02;5304000001
5304000003;SERVICO FRETE RODOVIARIO 16.02;5304000003
5304000004;COLETA REMESSA 26.01;5304000004
5304000009;SERVICO FRETE RODOVIARIO 16.02;5304000009
5304000011;LOCACAO GUINCHO/GUINDAST 14.14;5304000011
5304000012;SERV COLETA/ENTREGA  DOC 15.06;5304000012
5307000001;SERV. FRETE 16.02 SIMP. NACION;5307000001
5351000001;TELEFONIA FIXA 31.01;5351000001
5351000002;TELEFONIA MOVEL 31.01;5351000002
5351000005;LICENCIAMENTO SOFTWARE 1.05;5351000005
5351000011;ASSISTENCIA TECNICA 14.02;5351000011
5352000001;LINK INTERNET 01.04;5352000001
5352000002;MONITORAMENTO LINK INTERN 1.07;5352000002
5352000004;SERV. LINK DEDICADO 1.03;5352000004
5352000006;SER DE INTERNET MOVEL 1.08;5352000006
5352000007;SERVICO LICENCA EMAIL 1.07;5352000007
5352000008;LINK DE INTERNET 1.07;5352000008
5352000010;LINK DE INTERNET 31.01;5352000010
5352000011;SUPORTE TECNICO T.I. 1.07;5352000011
5352000014;LINK INTERNET 1.05;5352000014
5353000001;SERV.DE MONIT AUTO 11.02;5353000001
5401000001;ASSISTENCIA ODONTOLOGICA  4.22;5401000001
5401000002;SERVICO DE SAUDE 4.22;5401000002
5401000004;ASSIST MEDICA/HOSPITALAR 4.23;5401000004
5401000008;SERV. ASSISTENCIA MEDICA 17.11;5401000008
5402000002;FRETADO COLABORADORES 16.01;5402000002
5402000003;VALE TRANSPORTE 17.03;5402000003
5402000004;VALE COMBUSTIVEL 17.12;5402000004
5402000006;TRANSPORTE 16.02;5402000006
5403000001;SERV. TREINAMENTO 8.02;5403000001
5403000008;TREINAMENTO/ PALESTRA 17.02;5403000008
5403000010;REC. CURSO EMPILHADEIRA 8.02;5403000010
5403000012;CURSO CIPA 8.02;5403000012
5403000018;SERV. TREINAMENTO NR35 8.02;5403000018
5404000002;TICKET ALIMENT/REFEICAO 17.12;5404000002
5405000001;SERV SEGURO VIDA  GRUPO 10.01;5405000001
5406000005;SERV. CARTAO GOOD CARD 10.05;5406000005
5407000001;CONDUCAO E TRANSPORTE  16.01;5407000001
5407000002;SERV. DE TAXI EXECUTIVO 16.01;5407000002
5407000008;SERV. TAXI EXECUTIVO 16.02;5407000008
5408000001;SERVICO DE HOSPEDAGEM 9.01;5408000001
5408000002;SERV. CONFEC MARMITEX 17.11;5408000002
5410000003;SERV. ASSIST MEDICA/ODONT 4.22;5410000003
5411000003;DESPESAS COM FUNCIONARIOS;5411000003
5411000008;CONFECCAO DE CRACHAS 24.01;5411000008
5411000011;SERV. BENEFIC MOBILIDADE 17.11;5411000011
5411000013;SERV. CONFECCAO CAMISETA 14.05;5411000013
5411000015;SERVICOS DE BUFFET 3.03;5411000015
5411000016;SERV CONFECCAO DE BOTONS 13.05;5411000016
5411000022;TICKET ALIMENT/REFEICAO 17.12;5411000022
5411000023;CONFECCAO CAMISETAS 14.09;5411000023
5411000024;SERV. BRINDE FUNCIONARIO 12.13;5411000024
5411000025;SERVICO DE EVENTOS 12.17;5411000025
5412000002;TICKET CESTA/ASSIDUIDADE 17.12;5412000002
5415000001;SERV SEGURO VIDA FOPAG 10.01;5415000001
5451000002;MANUTENCAO DE ESTRUTURAS 14.01;5451000002
5451000011;SERVICO MANUT PALETEIRA 14.01;5451000011
5451000012;MANUT PREVEN EQUIP ARMAZ 14.01;5451000012
5451000013;SERV MONT/DESM ESTRUTURA 14.01;5451000013
5451000019;SERV. CORRETIV EQUIP ARM 14.01;5451000019
5451000021;CONSERTO PALETE 14.05;5451000021
5451000022;SERV MONT/DESM ESTRUTURA 14.06;5451000022
5451000023;SERV CARPINT E SERRAL 14.13;5451000023
5451000024;SER MONT/ DESM ESTRUTURA 7.02;5451000024
5451000028;SERV. MONT/DESM ESTRUT 14.06;5451000028
5451000030;SERVICO ASSIS. TENCNICA 14.02;5451000030
5451000034;MANUT. MAQ E EQUIP 14.06;5451000034
5451000039;SERV. TECNICO ELETRONICA 31.01;5451000039
5451000041;SERVICO DE CALIBRACAO 14.01;5451000041
5452000001;SERV. EMPILHADEIRA 14.01;5452000001
5452000004;SERV MONT/DESM 14.05;5452000004
5501000001;SEGUROS DE PREDIOS 18.01;5501000001
5501000002;RATEIO SEGURO INTEC 10.01;5501000002
5501000006;RATEIO SEGURO TRANSCAMILA10.01;5501000006
5502000001;SEGURO DE FROTA 10.01;5502000001
5503000001;SERV SEG CARGAS - RCTR-C 10.01;5503000001
5504000001;SERV SEG CARGAS RCF-DC 10.01;5504000001
5508000001;SEGURO RESPONSABILIDADE SOCIAL;5508000001
5552000001;SERVICOS DE IMPRESSAO 13.05;5552000001
5552000002;SERV ADESIVAGEM E SINALI 13.05;5552000002
5552000005;SERV. DE IMPRE GRAFICOS 13.05;5552000005
5552000008;SERV IMPRESSAO PLACA 17.06;5552000008
5552000012;IMPRESSOS GRAFICOS 13.04;5552000012
5552000015;SERVICO DE ADESIVAGEM 24.01;5552000015
5552000020;IMPRESSOS GRAFICOS 17.02;5552000020
5552000024;SERV. IMPRESSO GRAFICO 13.02;5552000024
5552000025;SERV. IMPRESSO GRAFICO 13.03;5552000025
5552000026;SERV. CONFECCAO/LOGOM 24.01;5552000026
5553000002;VIAGENS/ PASSAGENS AEREAS 9.02;5553000002
5553000003;HOSPEDAGEM 9.01;5553000003
5554000001;PEDAGIOS 1.03;5554000001
5554000004;SERV. MENS TAG/PASSAGEM 10.05;5554000004
5555000003;DISTRIBUICAO DE AGUA 16.02;5555000003
5556000001;ENERGIA ELETRICA;5556000001
5557000001;SERV DE CARGA E DESCARGA 11.04;5557000001
5557000005;SERV. FORNC MAO DE OBRA 17.05;5557000005
5557000006;SERVICOS PORTUARIOS 20.01;5557000006
5557000008;SERV. FORNC MAO OBRA 17.04;5557000008
5557000009;FRETAMENTO 16.01;5557000009
5557000010;TRANSPORTE DE PASSAGEIROS16.02;5557000010
5558000001;MEDICINA DO TRABALHO 17.09;5558000001
5558000002;MEDICINA OCUPACIONAL 4.02;5558000002
5558000005;LAUDO/EXAME/ATESTADO 17.09;5558000005
5558000009;EXAME OCUPACIONAL - 4.01;5558000009
5558000011;SERV. ATEST/EXAME OCUPACI 4.03;5558000011
5558000012;MEDICINA TRABALHO - 4.03;5558000012
5558000013;MEDICINA E BIOMEDICINA 4.01;5558000013
5558000015;PREPARACAO DOCUMENTOS 17.02;5558000015
5558000019;MENSALIDADE / EXAMES 17.01;5558000019
5558000024;SER. GINASTICA LABORAL 6.04;5558000024
5558000027;LAUDO ERGONOMICO 17.01;5558000027
5559000001;SERVICOS PRESTADOS PJ 17.01;5559000001
5559000003;SERVICOS DE DESPACHANTE 33.01;5559000003
5559000005;SERV. TAXA DE ADMINIS 10.05;5559000005
5559000013;SERVICO DE ENGENHARIA 7.03;5559000013
5559000016;SERVICOS PRESTADOS PJ 1.03;5559000016
5559000018;SERVICO MANUTENCAO PJ 14.01;5559000018
5559000019;SERVICO EXECUCAO PJ 7.02;5559000019
5559000030;SUPORTE TEC INFORMAT PJ 1.07;5559000030
5559000035;ELABORACAO DE PROGRAMAS 1.04;5559000035
5559000036;ADM DE BENEFICIO 17.12;5559000036
5559000042;SERVICO DE ENGENHARIA 17.09;5559000042
5559000043;SERV. PRESTADOS PJ 17.19;5559000043
5560000005;MANUTENCAO JARDIM PF 7.11;5560000005
5560000019;SERVICOS GERAIS 7.10;5560000019
5560000022;SERVICO FRETE PF 16.02;5560000022
5560000033;ASSESSORIA E CONSULTORIA 17.01;5560000033
5561000001;SERVICOS DE MOTOBOY 26.01;5561000001
5561000003;CORRE. MALOTES CORREIOS 26.01;5561000003
5561000005;SERVICO DE CORRESP 3.02;5561000005
5563000001;INDEN. MERC RESSARCIM 14.01;5563000001
5565000001;SERV PUBLIC E PROPAGANDA 17.06;5565000001
5565000003;AGENC. DE NOTICIAS 10.07;5565000003
5565000004;AGENCIAMENTO PUBLI/PROP 10.08;5565000004
5565000009;SERVICO DE PUBLICIDADE 17.24;5565000009
5565000011;SERV. PUBLIC/PROPAGANDA 1.01;5565000011
5566000001;SERV FEIRAS E EVENTOS 17.10;5566000001
5566000003;FESTAS / RECEPCOES/ BUFE 17.11;5566000003
5566000019;EVENTOS ARTISTICOS 12.12;5566000019
5566000022;SERVICO DE EVENTOS 12.17;5566000022
5566000023;SERV EVENT CONFRATERNIZ 9.01;5566000023
5566000025;SERV DE VIGILANCIA  11.02;5566000025
5568000004;EMIS LAUDO ANALISE AGUA 17.09;5568000004
5568000010;SERV CALIBRA TERMO-HIGRO 14.01;5568000010
5568000014;EMISSAO LAUDO ART - SPDA 17.09;5568000014
5568000017;LAUDO ERGONOMICO 17.09;5568000017
5568000019;SERV INSPE TERMOGRAFICA 17.09;5568000019
5568000025;EMISSAO LAUDO LTCAT 17.09;5568000025
5568000029;CERTIFICA/QUALI/VISTOR 17.09;5568000029
5568000031;SERV. ASSESSOR / CONSULT 17.01;5568000031
5568000035;SERVICO ENGENHARIA 7.01;5568000035
5568000049;LAUDO TECNICO ��� LTCAT 17.;5568000049
5568000052;SERV CALIBRACAO BALANCA 14.01;5568000052
5568000059;ELABORACAO LAUDO TECNICO 7.03;5568000059
5568000065;SERV. TESTE HIDROSTATICO 14.01;5568000065
5568000073;EMIS LAUDO ANALISE AGUA 7.13;5568000073
5568000077;SERV. ANALISE MICROBIOLOGICA DO AR E AGUA 30.01;5568000077
5570000001;SERV CONTRIBUICAO SINDICAL;5570000001
5571000002;SERVICO VISTORIA VEICULA 17.09;5571000002
5573000001;SERVICO LAVAGEM UNIFORME 14.10;5573000001
5574000001;SERV RECARGA DE EXTINTOR 14.01;5574000001
5574000002;SERV  TESTE HIDROSTATICO 14.01;5574000002
5574000007;MANUT/EQUIP DE INCENDIO 14.01;5574000007
5574000009;SERVICO RECARGA EXTINTOR 14.01;5574000009
5575000001;SERV CONFECCAO CARIMBO 24.01;5575000001
5576000001;SERVICO CHAVEIRO  24.01;5576000001
5578000002;DESPESAS CARTAO DE CREDITO;5578000002
5578000011;DESPESAS DIVERSAS 16.03;5578000011
5582000002;CONTRATACAO DE CARTAO EMPRESARIAL 10.05;5582000002
5583000005;CARTAO DE BRINDE 15.01;5583000005
5583000006;SER. PERSONALIZ. BRINDES 13.05;5583000006
5583000008;CARTAO PRESENTE 17.11;5583000008
5583000009;CARTAO DE BRINDE 17.11;5583000009
5585000001;CARTAO DE BRINDE;5585000001
5703000002;RATEIO ND INTEC;5703000002
5705000002;RATEIO GEREN RISCO TRANSCAMILA;5705000002
5712000024;SERV.SUP TEC INFO 1.07;5712000024
5712000028;RATEIO LUFT PARTICIPACOES17.12;5712000028
5801000009;LICENCA SOFTWARE1.05;5801000009
